round,institute,program,stream,quota,category,seat_type,Predicted_Opening_Rank,Predicted_Closing_Rank
Round 3,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,87232,90794
Round 1,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,20923,29627
Round 2,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,38388,39389
Round 3,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,32856,34480
Round 1,"Techno Engineering Collge Banipur, 24 Parganas-North",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,310638,389883
Round 3,"Techno Engineering Collge Banipur, 24 Parganas-North",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,39891,50238
Round 1,"Techno Engineering Collge Banipur, 24 Parganas-North",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,39337,89296
Round 1,"Techno India University, Salt Lake",B ARCH,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,33336,91094
Round 3,"Techno India University, Salt Lake",B ARCH,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,35697,66666
Round 1,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,62581,76283
Round 1,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,177851,257724
Round 1,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,19285,45090
Round 2,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,302391,380897
Round 2,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,41369,77145
Round 3,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,295326,373169
Round 3,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,38674,75831
Round 1,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,17312,17485
Round 2,"Techno India University, Salt Lake",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,20899,20899
Round 1,"Techno India University, Salt Lake",Biotechnology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,23279,23620
Round 2,"Techno India University, Salt Lake",Biotechnology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,28248,28279
Round 1,"Techno India University, Salt Lake",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,25652,92320
Round 1,"Techno India University, Salt Lake",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,343971,536649
Round 2,"Techno India University, Salt Lake",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,436043,803732
Round 1,"Techno India University, Salt Lake",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,29005,29212
Round 2,"Techno India University, Salt Lake",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,36656,36699
Round 1,"Techno India University, Salt Lake",Civil Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,23100,23520
Round 2,"Techno India University, Salt Lake",Civil Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,33350,33594
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,30785,66035
Round 2,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,67770,81279
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,61048,136953
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,6998,27401
Round 2,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,140469,208291
Round 2,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,11960,40786
Round 3,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,16888,46203
Round 3,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,170481,230166
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,30498,67823
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,9205,31123
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,86164,137260
Round 2,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,132470,174314
Round 2,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,24182,39492
Round 3,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,32647,51245
Round 3,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,202773,244061
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,13032,13716
Round 3,"Techno India University, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,18416,19076
Round 1,"Techno India University, Salt Lake",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,7341,11125
Round 2,"Techno India University, Salt Lake",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,13100,14057
Round 1,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,54296,70010
Round 1,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,18742,46923
Round 1,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,154811,231168
Round 2,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,252049,474771
Round 2,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,45439,88278
Round 3,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,52490,91615
Round 3,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,275861,667384
Round 1,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,12633,14467
Round 2,"Techno India University, Salt Lake",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,19239,19810
Round 1,"Techno India University, Salt Lake",Computer Science And Business System (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,15886,16709
Round 1,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,17044,59493
Round 1,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,197661,270011
Round 2,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,347756,402468
Round 2,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,66997,91698
Round 3,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,543053,652344
Round 3,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,60887,80068
Round 1,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,10246,10361
Round 2,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,24960,25128
Round 3,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,23244,23428
Round 1,"Techno India University, Salt Lake",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,17250,17376
Round 1,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,67157,90130
Round 1,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,14197,35105
Round 1,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,160926,208140
Round 2,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,286568,361236
Round 2,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,39643,75152
Round 3,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,336951,434924
Round 3,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,35670,84329
Round 1,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,10805,11168
Round 2,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,21704,22106
Round 1,"Techno India University, Salt Lake",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,15780,15922
Round 1,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,311981,514972
Round 1,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,24737,92241
Round 2,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,474526,519223
Round 2,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,78036,84668
Round 3,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,28269,35870
Round 1,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,13115,13150
Round 1,"Techno India University, Salt Lake",Mechanical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,19055,19321
Round 2,"Techno India University, Salt Lake",Mechanical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,25370,25486
Round 1,"Techno India University, Salt Lake",Semiconductor Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,498912,795292
Round 1,"Techno India University, Salt Lake",Semiconductor Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,23018,95127
Round 2,"Techno India University, Salt Lake",Semiconductor Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,822058,882308
Round 1,"Techno India University, Salt Lake",Semiconductor Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,19198,22646
Round 2,"Techno India University, Salt Lake",Semiconductor Technology (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,29742,29837
Round 1,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,266235,848596
Round 1,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,21314,101573
Round 2,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,564754,927803
Round 3,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,44409,85111
Round 3,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,781596,1116129
Round 1,Techno International Batanagar,Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,44650,95243
Round 1,Techno International Batanagar,Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,333725,672222
Round 1,Techno International Batanagar,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,45130,93882
Round 1,Techno International Batanagar,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,491842,785620
Round 1,Techno International Batanagar,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,25584,29804
Round 2,Techno International Batanagar,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,38985,42219
Round 3,Techno International Batanagar,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,34438,37820
Round 1,Techno International Batanagar,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,52447,99962
Round 1,Techno International Batanagar,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,696230,1023098
Round 1,Techno International Batanagar,Computer Science & Engineering (IOT),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,596168,649344
Round 1,Techno International Batanagar,Computer Science & Engineering (IOT),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,70679,90335
Round 3,Techno International Batanagar,Computer Science & Engineering (IOT),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,46359,51359
Round 1,Techno International Batanagar,Computer Science & Engineering (IOT) - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,22707,33085
Round 2,Techno International Batanagar,Computer Science & Engineering (IOT) - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,39917,43506
Round 3,Techno International Batanagar,Computer Science & Engineering (IOT) - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,28855,42361
Round 1,Techno International Batanagar,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,12344,26389
Round 2,Techno International Batanagar,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,24014,31391
Round 3,Techno International Batanagar,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,16350,24237
Round 1,Techno International Batanagar,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,301617,373621
